week_end,district,n_onedose,n_bivalent,n_2023,coverage_onedose,coverage_bivalent,coverage_2023
2023-09-16,Southwest,284231,62813,99,76.1,16.8,0
2023-09-16,South,331717,73847,98,74.9,16.7,0
2023-09-23,North,906244,257814,14417,>90,26.8,1.5
2023-09-23,West,446357,101528,3960,87.3,19.9,0.8
2023-09-23,Southwest,284368,62814,2682,76.1,16.8,0.7
2023-09-23,South,331849,73850,2494,74.9,16.7,0.6
2023-09-30,North,907026,257819,29901,>90,26.8,3.1
2023-09-30,West,446641,101538,8263,87.4,19.9,1.6
2023-09-30,Southwest,284490,62817,5817,76.2,16.8,1.6
2023-09-30,South,332002,73855,5594,75,16.7,1.3
