week_end,race_eth,n_onedose,n_bivalent,n_2023,coverage_onedose,coverage_bivalent,coverage_2023
2022-07-30,Hispanic/Latino,342291,0,0,65.4,0,0
2022-07-30,Non-Hispanic Asian,165879,0,0,88.1,0,0
2022-07-30,Non-Hispanic Black,241873,0,0,65.5,0,0
2022-07-30,Non-Hispanic Other,196389,0,0,>90,0,0
2022-07-30,Non-Hispanic White,902312,0,0,79.1,0,0
2022-08-06,Hispanic/Latino,342838,0,0,65.5,0,0
2022-08-06,Non-Hispanic Asian,166176,0,0,88.2,0,0
2022-08-06,Non-Hispanic Black,242239,0,0,65.6,0,0
2022-08-06,Non-Hispanic Other,196610,0,0,>90,0,0
2022-08-06,Non-Hispanic White,903458,0,0,79.2,0,0
2022-08-13,Hispanic/Latino,343373,0,0,65.6,0,0
2022-08-13,Non-Hispanic Asian,166434,0,0,88.4,0,0
2022-08-13,Non-Hispanic Black,242606,0,0,65.7,0,0
2022-08-13,Non-Hispanic Other,196793,0,0,>90,0,0
2022-08-13,Non-Hispanic White,904469,0,0,79.3,0,0
2022-08-20,Hispanic/Latino,343854,0,0,65.7,0,0
2022-08-20,Non-Hispanic Asian,166651,0,0,88.5,0,0
2022-08-20,Non-Hispanic Black,242946,0,0,65.8,0,0
2022-08-20,Non-Hispanic Other,196948,0,0,>90,0,0
2022-08-20,Non-Hispanic White,905371,0,0,79.4,0,0
2022-08-27,Hispanic/Latino,344227,0,0,65.8,0,0
2022-08-27,Non-Hispanic Asian,166848,0,0,88.6,0,0
2022-08-27,Non-Hispanic Black,243234,0,0,65.8,0,0
2022-08-27,Non-Hispanic Other,197079,0,0,>90,0,0
2022-08-27,Non-Hispanic White,906088,0,0,79.4,0,0
2022-09-03,Hispanic/Latino,344532,14,0,65.9,0,0
2022-09-03,Non-Hispanic Asian,166999,27,0,88.7,0,0
2022-09-03,Non-Hispanic Black,243471,15,0,65.9,0,0
2022-09-03,Non-Hispanic Other,197190,56,0,>90,0.1,0
2022-09-03,Non-Hispanic White,906636,182,0,79.5,0,0
2022-09-10,Hispanic/Latino,344800,1168,0,65.9,0.2,0
2022-09-10,Non-Hispanic Asian,167219,1406,0,88.8,0.7,0
2022-09-10,Non-Hispanic Black,243734,1539,0,66,0.4,0
2022-09-10,Non-Hispanic Other,197310,2535,0,>90,3.9,0
2022-09-10,Non-Hispanic White,907796,14200,0,79.6,1.2,0
2022-09-17,Hispanic/Latino,345183,2998,0,66,0.6,0
2022-09-17,Non-Hispanic Asian,167488,3661,0,88.9,1.9,0
2022-09-17,Non-Hispanic Black,244099,4037,0,66.1,1.1,0
2022-09-17,Non-Hispanic Other,197520,6349,0,>90,9.7,0
2022-09-17,Non-Hispanic White,909241,35572,0,79.7,3.1,0
2022-09-24,Hispanic/Latino,345538,5239,0,66,1,0
2022-09-24,Non-Hispanic Asian,167807,6367,0,89.1,3.4,0
2022-09-24,Non-Hispanic Black,244531,7027,0,66.2,1.9,0
2022-09-24,Non-Hispanic Other,197757,10534,0,>90,16.2,0
2022-09-24,Non-Hispanic White,910747,56589,0,79.8,5,0
2022-10-01,Hispanic/Latino,346004,7817,0,66.1,1.5,0
2022-10-01,Non-Hispanic Asian,168136,9049,0,89.3,4.8,0
2022-10-01,Non-Hispanic Black,245053,10354,0,66.3,2.8,0
2022-10-01,Non-Hispanic Other,197991,14679,0,>90,22.5,0
2022-10-01,Non-Hispanic White,912356,78986,0,80,6.9,0
2022-10-08,Hispanic/Latino,346498,10682,0,66.2,2,0
2022-10-08,Non-Hispanic Asian,168467,12064,0,89.4,6.4,0
2022-10-08,Non-Hispanic Black,245553,13824,0,66.5,3.7,0
2022-10-08,Non-Hispanic Other,198266,19285,0,>90,29.6,0
2022-10-08,Non-Hispanic White,913960,101099,0,80.1,8.9,0
2022-10-15,Hispanic/Latino,346980,13590,0,66.3,2.6,0
2022-10-15,Non-Hispanic Asian,168758,14980,0,89.6,8,0
2022-10-15,Non-Hispanic Black,246131,17622,0,66.6,4.8,0
2022-10-15,Non-Hispanic Other,198551,23620,0,>90,36.2,0
2022-10-15,Non-Hispanic White,915500,123709,0,80.2,10.8,0
2022-10-22,Hispanic/Latino,347463,16672,0,66.4,3.2,0
2022-10-22,Non-Hispanic Asian,169074,18146,0,89.8,9.6,0
2022-10-22,Non-Hispanic Black,246685,21703,0,66.8,5.9,0
2022-10-22,Non-Hispanic Other,198807,27882,0,>90,42.8,0
2022-10-22,Non-Hispanic White,917158,146555,0,80.4,12.8,0
2022-10-29,Hispanic/Latino,347948,19871,0,66.5,3.8,0
2022-10-29,Non-Hispanic Asian,169389,20933,0,89.9,11.1,0
2022-10-29,Non-Hispanic Black,247226,25875,0,66.9,7,0
2022-10-29,Non-Hispanic Other,199063,32016,0,>90,49.1,0
2022-10-29,Non-Hispanic White,918733,168562,0,80.5,14.8,0
2022-11-05,Hispanic/Latino,348443,22606,0,66.6,4.3,0
2022-11-05,Non-Hispanic Asian,169687,23476,0,>90,12.5,0
2022-11-05,Non-Hispanic Black,247706,29417,0,67,8,0
2022-11-05,Non-Hispanic Other,199286,35276,0,>90,54.1,0
2022-11-05,Non-Hispanic White,920055,185665,0,80.6,16.3,0
2022-11-12,Hispanic/Latino,348915,25243,0,66.7,4.8,0
2022-11-12,Non-Hispanic Asian,169991,26011,0,>90,13.8,0
2022-11-12,Non-Hispanic Black,248141,32356,0,67.2,8.8,0
2022-11-12,Non-Hispanic Other,199502,37981,0,>90,58.3,0
2022-11-12,Non-Hispanic White,921330,201366,0,80.8,17.6,0
2022-11-19,Hispanic/Latino,349376,27868,0,66.8,5.3,0
2022-11-19,Non-Hispanic Asian,170250,28269,0,>90,15,0
2022-11-19,Non-Hispanic Black,248589,35528,0,67.3,9.6,0
2022-11-19,Non-Hispanic Other,199686,40527,0,>90,62.2,0
2022-11-19,Non-Hispanic White,922440,215901,0,80.9,18.9,0
2022-11-26,Hispanic/Latino,349548,29518,0,66.8,5.6,0
2022-11-26,Non-Hispanic Asian,170361,30038,0,>90,15.9,0
2022-11-26,Non-Hispanic Black,248721,37210,0,67.3,10.1,0
2022-11-26,Non-Hispanic Other,199769,42008,0,>90,64.4,0
2022-11-26,Non-Hispanic White,922859,224463,0,80.9,19.7,0
2022-12-03,Hispanic/Latino,349925,31796,0,66.9,6.1,0
2022-12-03,Non-Hispanic Asian,170553,31754,0,>90,16.9,0
2022-12-03,Non-Hispanic Black,249060,39590,0,67.4,10.7,0
2022-12-03,Non-Hispanic Other,199926,43844,0,>90,67.2,0
2022-12-03,Non-Hispanic White,923619,234110,0,81,20.5,0
2022-12-10,Hispanic/Latino,350337,33976,0,67,6.5,0
2022-12-10,Non-Hispanic Asian,170753,33374,0,>90,17.7,0
2022-12-10,Non-Hispanic Black,249394,41831,0,67.5,11.3,0
2022-12-10,Non-Hispanic Other,200093,45552,0,>90,69.9,0
2022-12-10,Non-Hispanic White,924334,242777,0,81,21.3,0
2022-12-17,Hispanic/Latino,350697,35923,0,67,6.9,0
2022-12-17,Non-Hispanic Asian,170963,34873,0,>90,18.5,0
2022-12-17,Non-Hispanic Black,249753,44102,0,67.6,11.9,0
2022-12-17,Non-Hispanic Other,200199,47020,0,>90,72.1,0
2022-12-17,Non-Hispanic White,925097,251295,0,81.1,22,0
2022-12-24,Hispanic/Latino,350957,37131,0,67.1,7.1,0
2022-12-24,Non-Hispanic Asian,171195,36319,0,>90,19.3,0
2022-12-24,Non-Hispanic Black,249958,45605,0,67.6,12.3,0
2022-12-24,Non-Hispanic Other,200299,47954,0,>90,73.6,0
2022-12-24,Non-Hispanic White,925626,256141,0,81.1,22.5,0
2022-12-31,Hispanic/Latino,351276,38482,0,67.1,7.4,0
2022-12-31,Non-Hispanic Asian,171485,38054,0,>90,20.2,0
2022-12-31,Non-Hispanic Black,250127,46777,0,67.7,12.7,0
2022-12-31,Non-Hispanic Other,200394,48915,0,>90,75,0
2022-12-31,Non-Hispanic White,925983,260042,0,81.2,22.8,0
2023-01-07,Hispanic/Latino,351546,39782,0,67.2,7.6,0
2023-01-07,Non-Hispanic Asian,171683,39486,0,>90,21,0
2023-01-07,Non-Hispanic Black,250343,47927,0,67.8,13,0
2023-01-07,Non-Hispanic Other,200512,49835,0,>90,76.4,0
2023-01-07,Non-Hispanic White,926367,264087,0,81.2,23.1,0
2023-01-14,Hispanic/Latino,351802,41006,0,67.2,7.8,0
2023-01-14,Non-Hispanic Asian,171846,40469,0,>90,21.5,0
2023-01-14,Non-Hispanic Black,250580,48997,0,67.8,13.3,0
2023-01-14,Non-Hispanic Other,200593,50547,0,>90,77.5,0
2023-01-14,Non-Hispanic White,926761,267363,0,81.2,23.4,0
2023-01-21,Hispanic/Latino,352024,41982,0,67.3,8,0
2023-01-21,Non-Hispanic Asian,171947,41003,0,>90,21.8,0
2023-01-21,Non-Hispanic Black,250779,49834,0,67.9,13.5,0
2023-01-21,Non-Hispanic Other,200643,50993,0,>90,78.2,0
2023-01-21,Non-Hispanic White,927024,269482,0,81.3,23.6,0
2023-01-28,Hispanic/Latino,352248,42763,0,67.3,8.2,0
2023-01-28,Non-Hispanic Asian,172028,41382,0,>90,22,0
2023-01-28,Non-Hispanic Black,250929,50435,0,67.9,13.6,0
2023-01-28,Non-Hispanic Other,200700,51344,0,>90,78.7,0
2023-01-28,Non-Hispanic White,927260,270966,0,81.3,23.8,0
2023-02-04,Hispanic/Latino,352468,43478,0,67.4,8.3,0
2023-02-04,Non-Hispanic Asian,172100,41706,0,>90,22.1,0
2023-02-04,Non-Hispanic Black,251085,51039,0,68,13.8,0
2023-02-04,Non-Hispanic Other,200764,51654,0,>90,79.2,0
2023-02-04,Non-Hispanic White,927464,272199,0,81.3,23.9,0
2023-02-11,Hispanic/Latino,352673,44248,0,67.4,8.5,0
2023-02-11,Non-Hispanic Asian,172166,42084,0,>90,22.3,0
2023-02-11,Non-Hispanic Black,251242,51647,0,68,14,0
2023-02-11,Non-Hispanic Other,200829,52069,0,>90,79.9,0
2023-02-11,Non-Hispanic White,927677,273783,0,81.3,24,0
2023-02-18,Hispanic/Latino,352823,44924,0,67.4,8.6,0
2023-02-18,Non-Hispanic Asian,172215,42389,0,>90,22.5,0
2023-02-18,Non-Hispanic Black,251352,52203,0,68,14.1,0
2023-02-18,Non-Hispanic Other,200860,52350,0,>90,80.3,0
2023-02-18,Non-Hispanic White,927822,274923,0,81.3,24.1,0
2023-02-25,Hispanic/Latino,353002,45586,0,67.5,8.7,0
2023-02-25,Non-Hispanic Asian,172256,42650,0,>90,22.6,0
2023-02-25,Non-Hispanic Black,251444,52678,0,68.1,14.3,0
2023-02-25,Non-Hispanic Other,200899,52588,0,>90,80.7,0
2023-02-25,Non-Hispanic White,927972,275912,0,81.3,24.2,0
2023-03-04,Hispanic/Latino,353134,46179,0,67.5,8.8,0
2023-03-04,Non-Hispanic Asian,172302,42907,0,>90,22.8,0
2023-03-04,Non-Hispanic Black,251552,53101,0,68.1,14.4,0
2023-03-04,Non-Hispanic Other,200929,52769,0,>90,80.9,0
2023-03-04,Non-Hispanic White,928104,276773,0,81.3,24.3,0
2023-03-11,Hispanic/Latino,353300,46709,0,67.5,8.9,0
2023-03-11,Non-Hispanic Asian,172351,43136,0,>90,22.9,0
2023-03-11,Non-Hispanic Black,251693,53507,0,68.1,14.5,0
2023-03-11,Non-Hispanic Other,200975,52952,0,>90,81.2,0
2023-03-11,Non-Hispanic White,928281,277644,0,81.4,24.3,0
2023-03-18,Hispanic/Latino,353425,47154,0,67.6,9,0
2023-03-18,Non-Hispanic Asian,172401,43356,0,>90,23,0
2023-03-18,Non-Hispanic Black,251815,53909,0,68.2,14.6,0
2023-03-18,Non-Hispanic Other,201017,53129,0,>90,81.5,0
2023-03-18,Non-Hispanic White,928440,278411,0,81.4,24.4,0
2023-03-25,Hispanic/Latino,353555,47610,0,67.6,9.1,0
2023-03-25,Non-Hispanic Asian,172444,43547,0,>90,23.1,0
2023-03-25,Non-Hispanic Black,251928,54320,0,68.2,14.7,0
2023-03-25,Non-Hispanic Other,201060,53288,0,>90,81.7,0
2023-03-25,Non-Hispanic White,928565,279042,0,81.4,24.5,0
2023-04-01,Hispanic/Latino,353662,48031,0,67.6,9.2,0
2023-04-01,Non-Hispanic Asian,172486,43720,0,>90,23.2,0
2023-04-01,Non-Hispanic Black,252045,54666,0,68.2,14.8,0
2023-04-01,Non-Hispanic Other,201092,53421,0,>90,81.9,0
2023-04-01,Non-Hispanic White,928678,279646,0,81.4,24.5,0
2023-04-08,Hispanic/Latino,353773,48361,0,67.6,9.2,0
2023-04-08,Non-Hispanic Asian,172523,43872,0,>90,23.3,0
2023-04-08,Non-Hispanic Black,252139,54927,0,68.2,14.9,0
2023-04-08,Non-Hispanic Other,201118,53539,0,>90,82.1,0
2023-04-08,Non-Hispanic White,928790,280150,0,81.4,24.6,0
2023-04-15,Hispanic/Latino,353877,48659,0,67.6,9.3,0
2023-04-15,Non-Hispanic Asian,172558,44010,0,>90,23.4,0
2023-04-15,Non-Hispanic Black,252213,55174,0,68.3,14.9,0
2023-04-15,Non-Hispanic Other,201160,53654,0,>90,82.3,0
2023-04-15,Non-Hispanic White,928897,280662,0,81.4,24.6,0
2023-04-22,Hispanic/Latino,353986,48979,0,67.7,9.4,0
2023-04-22,Non-Hispanic Asian,172592,44142,0,>90,23.4,0
2023-04-22,Non-Hispanic Black,252320,55464,0,68.3,15,0
2023-04-22,Non-Hispanic Other,201184,53772,0,>90,82.5,0
2023-04-22,Non-Hispanic White,928998,281218,0,81.4,24.6,0
2023-04-29,Hispanic/Latino,354103,49388,0,67.7,9.4,0
2023-04-29,Non-Hispanic Asian,172623,44295,0,>90,23.5,0
2023-04-29,Non-Hispanic Black,252400,55785,0,68.3,15.1,0
2023-04-29,Non-Hispanic Other,201211,53920,0,>90,82.7,0
2023-04-29,Non-Hispanic White,929087,281885,0,81.4,24.7,0
2023-05-06,Hispanic/Latino,354180,49706,0,67.7,9.5,0
2023-05-06,Non-Hispanic Asian,172656,44452,0,>90,23.6,0
2023-05-06,Non-Hispanic Black,252508,56157,0,68.3,15.2,0
2023-05-06,Non-Hispanic Other,201232,54063,0,>90,82.9,0
2023-05-06,Non-Hispanic White,929206,282589,0,81.4,24.8,0
2023-05-13,Hispanic/Latino,354282,50041,0,67.7,9.6,0
2023-05-13,Non-Hispanic Asian,172685,44609,0,>90,23.7,0
2023-05-13,Non-Hispanic Black,252574,56432,0,68.4,15.3,0
2023-05-13,Non-Hispanic Other,201259,54206,0,>90,83.1,0
2023-05-13,Non-Hispanic White,929326,283326,0,81.5,24.8,0
2023-05-20,Hispanic/Latino,354363,50329,0,67.7,9.6,0
2023-05-20,Non-Hispanic Asian,172722,44773,0,>90,23.8,0
2023-05-20,Non-Hispanic Black,252679,56709,0,68.4,15.3,0
2023-05-20,Non-Hispanic Other,201278,54340,0,>90,83.3,0
2023-05-20,Non-Hispanic White,929443,283874,0,81.5,24.9,0
2023-05-27,Hispanic/Latino,354429,50551,0,67.7,9.7,0
2023-05-27,Non-Hispanic Asian,172758,44899,0,>90,23.8,0
2023-05-27,Non-Hispanic Black,252753,56965,0,68.4,15.4,0
2023-05-27,Non-Hispanic Other,201303,54441,0,>90,83.5,0
2023-05-27,Non-Hispanic White,929558,284361,0,81.5,24.9,0
2023-06-03,Hispanic/Latino,354478,50747,0,67.8,9.7,0
2023-06-03,Non-Hispanic Asian,172779,44991,0,>90,23.9,0
2023-06-03,Non-Hispanic Black,252810,57124,0,68.4,15.5,0
2023-06-03,Non-Hispanic Other,201328,54523,0,>90,83.6,0
2023-06-03,Non-Hispanic White,929640,284790,0,81.5,25,0
2023-06-10,Hispanic/Latino,354542,50954,0,67.8,9.7,0
2023-06-10,Non-Hispanic Asian,172797,45077,0,>90,23.9,0
2023-06-10,Non-Hispanic Black,252870,57310,0,68.4,15.5,0
2023-06-10,Non-Hispanic Other,201353,54610,0,>90,83.8,0
2023-06-10,Non-Hispanic White,929730,285209,0,81.5,25,0
2023-06-17,Hispanic/Latino,354613,51181,0,67.8,9.8,0
2023-06-17,Non-Hispanic Asian,172822,45198,0,>90,24,0
2023-06-17,Non-Hispanic Black,252937,57479,0,68.5,15.6,0
2023-06-17,Non-Hispanic Other,201374,54690,0,>90,83.9,0
2023-06-17,Non-Hispanic White,929817,285558,0,81.5,25,0
2023-06-24,Hispanic/Latino,354683,51394,0,67.8,9.8,0
2023-06-24,Non-Hispanic Asian,172846,45256,0,>90,24,0
2023-06-24,Non-Hispanic Black,253001,57664,0,68.5,15.6,0
2023-06-24,Non-Hispanic Other,201396,54782,0,>90,84,0
2023-06-24,Non-Hispanic White,929898,285888,0,81.5,25.1,0
2023-07-01,Hispanic/Latino,354752,51601,0,67.8,9.9,0
2023-07-01,Non-Hispanic Asian,172859,45322,0,>90,24.1,0
2023-07-01,Non-Hispanic Black,253073,57844,0,68.5,15.7,0
2023-07-01,Non-Hispanic Other,201419,54860,0,>90,84.1,0
2023-07-01,Non-Hispanic White,929971,286197,0,81.5,25.1,0
2023-07-08,Hispanic/Latino,354807,51782,0,67.8,9.9,0
2023-07-08,Non-Hispanic Asian,172877,45382,0,>90,24.1,0
2023-07-08,Non-Hispanic Black,253120,57977,0,68.5,15.7,0
2023-07-08,Non-Hispanic Other,201435,54910,0,>90,84.2,0
2023-07-08,Non-Hispanic White,930033,286430,0,81.5,25.1,0
2023-07-15,Hispanic/Latino,354863,51962,0,67.8,9.9,0
2023-07-15,Non-Hispanic Asian,172898,45447,0,>90,24.1,0
2023-07-15,Non-Hispanic Black,253165,58103,0,68.5,15.7,0
2023-07-15,Non-Hispanic Other,201463,54983,0,>90,84.3,0
2023-07-15,Non-Hispanic White,930088,286673,0,81.5,25.1,0
2023-07-22,Hispanic/Latino,354923,52120,0,67.8,10,0
2023-07-22,Non-Hispanic Asian,172920,45504,0,>90,24.2,0
2023-07-22,Non-Hispanic Black,253234,58249,0,68.5,15.8,0
2023-07-22,Non-Hispanic Other,201497,55068,0,>90,84.5,0
2023-07-22,Non-Hispanic White,930146,286907,0,81.5,25.1,0
2023-07-29,Hispanic/Latino,354977,52282,0,67.9,10,0
2023-07-29,Non-Hispanic Asian,172940,45562,0,>90,24.2,0
2023-07-29,Non-Hispanic Black,253286,58404,0,68.5,15.8,0
2023-07-29,Non-Hispanic Other,201519,55138,0,>90,84.6,0
2023-07-29,Non-Hispanic White,930237,287167,0,81.5,25.2,0
2023-08-05,Hispanic/Latino,355061,52465,0,67.9,10,0
2023-08-05,Non-Hispanic Asian,172951,45618,0,>90,24.2,0
2023-08-05,Non-Hispanic Black,253361,58598,0,68.6,15.9,0
2023-08-05,Non-Hispanic Other,201541,55204,0,>90,84.7,0
2023-08-05,Non-Hispanic White,930305,287430,0,81.5,25.2,0
2023-08-12,Hispanic/Latino,355131,52653,0,67.9,10.1,0
2023-08-12,Non-Hispanic Asian,172966,45681,0,>90,24.2,0
2023-08-12,Non-Hispanic Black,253413,58769,0,68.6,15.9,0
2023-08-12,Non-Hispanic Other,201570,55298,0,>90,84.8,0
2023-08-12,Non-Hispanic White,930381,287740,0,81.5,25.2,0
2023-08-19,Hispanic/Latino,355198,52856,0,67.9,10.1,0
2023-08-19,Non-Hispanic Asian,172984,45739,0,>90,24.3,0
2023-08-19,Non-Hispanic Black,253476,58911,0,68.6,15.9,0
2023-08-19,Non-Hispanic Other,201595,55361,0,>90,84.9,0
2023-08-19,Non-Hispanic White,930449,288021,0,81.6,25.2,0
2023-08-26,Hispanic/Latino,355286,53047,0,67.9,10.1,0
2023-08-26,Non-Hispanic Asian,172999,45786,0,>90,24.3,0
2023-08-26,Non-Hispanic Black,253519,59036,0,68.6,16,0
2023-08-26,Non-Hispanic Other,201610,55407,0,>90,85,0
2023-08-26,Non-Hispanic White,930528,288261,0,81.6,25.3,0
2023-09-02,Hispanic/Latino,355342,53196,0,67.9,10.2,0
2023-09-02,Non-Hispanic Asian,173023,45844,0,>90,24.3,0
2023-09-02,Non-Hispanic Black,253572,59166,0,68.6,16,0
2023-09-02,Non-Hispanic Other,201632,55459,0,>90,85.1,0
2023-09-02,Non-Hispanic White,930587,288472,0,81.6,25.3,0
2023-09-09,Hispanic/Latino,355411,53314,0,67.9,10.2,0
2023-09-09,Non-Hispanic Asian,173039,45875,0,>90,24.4,0
2023-09-09,Non-Hispanic Black,253624,59271,0,68.6,16,0
2023-09-09,Non-Hispanic Other,201656,55502,0,>90,85.1,0
2023-09-09,Non-Hispanic White,930634,288606,0,81.6,25.3,0
2023-09-16,Hispanic/Latino,355438,53356,80,67.9,10.2,0
2023-09-16,Non-Hispanic Asian,173051,45881,99,>90,24.4,0.1
2023-09-16,Non-Hispanic Black,253643,59294,78,68.6,16,0
2023-09-16,Non-Hispanic Other,201672,55514,220,>90,85.1,0.3
2023-09-16,Non-Hispanic White,930684,288654,666,81.6,25.3,0.1
2023-09-23,Hispanic/Latino,355491,53356,1134,68,10.2,0.2
2023-09-23,Non-Hispanic Asian,173127,45881,1558,>90,24.4,0.8
2023-09-23,Non-Hispanic Black,253716,59296,1600,68.7,16,0.4
2023-09-23,Non-Hispanic Other,201772,55514,3255,>90,85.1,5
2023-09-23,Non-Hispanic White,931132,288677,15579,81.6,25.3,1.4
2023-09-30,Hispanic/Latino,355582,53362,2615,68,10.2,0.5
2023-09-30,Non-Hispanic Asian,173227,45883,3485,>90,24.4,1.8
2023-09-30,Non-Hispanic Black,253830,59303,3711,68.7,16,1
2023-09-30,Non-Hispanic Other,201891,55520,7021,>90,85.2,10.8
2023-09-30,Non-Hispanic White,931724,288716,33714,81.7,25.3,3
2023-10-07,Hispanic/Latino,355738,53366,4546,68,10.2,0.9
2023-10-07,Non-Hispanic Asian,173341,45884,5822,>90,24.4,3.1
2023-10-07,Non-Hispanic Black,253994,59314,6439,68.7,16.1,1.7
2023-10-07,Non-Hispanic Other,202044,55525,11358,>90,85.2,17.4
2023-10-07,Non-Hispanic White,932486,288756,54786,81.7,25.3,4.8
2023-10-14,Hispanic/Latino,355944,53372,6611,68,10.2,1.3
2023-10-14,Non-Hispanic Asian,173482,45886,8077,>90,24.4,4.3
2023-10-14,Non-Hispanic Black,254180,59327,9351,68.8,16.1,2.5
2023-10-14,Non-Hispanic Other,202253,55530,15174,>90,85.2,23.3
2023-10-14,Non-Hispanic White,933242,288791,74246,81.8,25.3,6.5
2023-10-21,Hispanic/Latino,356178,53381,8724,68.1,10.2,1.7
2023-10-21,Non-Hispanic Asian,173630,45896,10114,>90,24.4,5.4
2023-10-21,Non-Hispanic Black,254389,59340,12010,68.8,16.1,3.3
2023-10-21,Non-Hispanic Other,202432,55536,18620,>90,85.2,28.6
2023-10-21,Non-Hispanic White,933966,288817,91033,81.9,25.3,8
2023-10-28,Hispanic/Latino,356390,53383,10640,68.1,10.2,2
2023-10-28,Non-Hispanic Asian,173749,45897,11746,>90,24.4,6.2
2023-10-28,Non-Hispanic Black,254550,59345,14277,68.9,16.1,3.9
2023-10-28,Non-Hispanic Other,202578,55539,21351,>90,85.2,32.7
2023-10-28,Non-Hispanic White,934679,288841,104970,81.9,25.3,9.2
2023-11-04,Hispanic/Latino,356621,53389,12318,68.2,10.2,2.4
2023-11-04,Non-Hispanic Asian,173879,45900,13158,>90,24.4,7
2023-11-04,Non-Hispanic Black,254740,59347,16284,68.9,16.1,4.4
2023-11-04,Non-Hispanic Other,202754,55545,23779,>90,85.2,36.5
2023-11-04,Non-Hispanic White,935277,288851,115791,82,25.3,10.1
2023-11-11,Hispanic/Latino,356826,53396,13961,68.2,10.2,2.7
2023-11-11,Non-Hispanic Asian,173999,45901,14454,>90,24.4,7.7
2023-11-11,Non-Hispanic Black,254933,59348,18228,69,16.1,4.9
2023-11-11,Non-Hispanic Other,202886,55546,25814,>90,85.2,39.6
2023-11-11,Non-Hispanic White,935860,288877,126124,82,25.3,11.1
2023-11-18,Hispanic/Latino,357050,53399,15574,68.2,10.2,3
2023-11-18,Non-Hispanic Asian,174100,45901,15623,>90,24.4,8.3
2023-11-18,Non-Hispanic Black,255126,59355,20151,69,16.1,5.5
2023-11-18,Non-Hispanic Other,203070,55547,27934,>90,85.2,42.8
2023-11-18,Non-Hispanic White,936399,288888,135218,82.1,25.3,11.9
2023-11-25,Hispanic/Latino,357183,53403,16780,68.3,10.2,3.2
2023-11-25,Non-Hispanic Asian,174168,45901,16549,>90,24.4,8.8
2023-11-25,Non-Hispanic Black,255228,59356,21339,69.1,16.1,5.8
2023-11-25,Non-Hispanic Other,203160,55547,29291,>90,85.2,44.9
2023-11-25,Non-Hispanic White,936728,288894,141511,82.1,25.3,12.4
2023-12-02,Hispanic/Latino,357384,53406,18272,68.3,10.2,3.5
2023-12-02,Non-Hispanic Asian,174244,45901,17470,>90,24.4,9.3
2023-12-02,Non-Hispanic Black,255382,59357,22896,69.1,16.1,6.2
2023-12-02,Non-Hispanic Other,203286,55551,30703,>90,85.2,47.1
2023-12-02,Non-Hispanic White,937156,288901,148201,82.1,25.3,13
2023-12-09,Hispanic/Latino,357577,53407,19445,68.3,10.2,3.7
2023-12-09,Non-Hispanic Asian,174334,45901,18273,>90,24.4,9.7
2023-12-09,Non-Hispanic Black,255586,59358,24301,69.2,16.1,6.6
2023-12-09,Non-Hispanic Other,203374,55553,31742,>90,85.2,48.7
2023-12-09,Non-Hispanic White,937556,288907,153993,82.2,25.3,13.5
2023-12-16,Hispanic/Latino,357776,53410,20562,68.4,10.2,3.9
2023-12-16,Non-Hispanic Asian,174402,45901,19005,>90,24.4,10.1
2023-12-16,Non-Hispanic Black,255741,59358,25580,69.2,16.1,6.9
2023-12-16,Non-Hispanic Other,203463,55554,32789,>90,85.2,50.3
2023-12-16,Non-Hispanic White,937928,288912,159369,82.2,25.3,14
2023-12-23,Hispanic/Latino,357957,53411,21614,68.4,10.2,4.1
2023-12-23,Non-Hispanic Asian,174503,45902,19833,>90,24.4,10.5
2023-12-23,Non-Hispanic Black,255915,59361,26731,69.3,16.1,7.2
2023-12-23,Non-Hispanic Other,203541,55559,33689,>90,85.2,51.7
2023-12-23,Non-Hispanic White,938326,288926,164256,82.2,25.3,14.4
2023-12-30,Hispanic/Latino,358088,53414,22362,68.4,10.2,4.3
2023-12-30,Non-Hispanic Asian,174566,45902,20407,>90,24.4,10.8
2023-12-30,Non-Hispanic Black,256009,59362,27462,69.3,16.1,7.4
2023-12-30,Non-Hispanic Other,203604,55559,34302,>90,85.2,52.6
2023-12-30,Non-Hispanic White,938541,288932,167248,82.3,25.3,14.7
2024-01-06,Hispanic/Latino,358215,53416,23143,68.5,10.2,4.4
2024-01-06,Non-Hispanic Asian,174648,45902,20971,>90,24.4,11.1
2024-01-06,Non-Hispanic Black,256124,59362,28329,69.3,16.1,7.7
2024-01-06,Non-Hispanic Other,203652,55560,34962,>90,85.2,53.6
2024-01-06,Non-Hispanic White,938759,288933,170623,82.3,25.3,15
2024-01-13,Hispanic/Latino,358342,53418,23913,68.5,10.2,4.6
2024-01-13,Non-Hispanic Asian,174705,45902,21398,>90,24.4,11.4
2024-01-13,Non-Hispanic Black,256244,59364,29166,69.4,16.1,7.9
2024-01-13,Non-Hispanic Other,203717,55560,35518,>90,85.2,54.5
2024-01-13,Non-Hispanic White,938964,288935,173216,82.3,25.3,15.2
2024-01-20,Hispanic/Latino,358470,53419,24516,68.5,10.2,4.7
2024-01-20,Non-Hispanic Asian,174743,45903,21664,>90,24.4,11.5
2024-01-20,Non-Hispanic Black,256332,59364,29723,69.4,16.1,8
2024-01-20,Non-Hispanic Other,203776,55560,35938,>90,85.2,55.1
2024-01-20,Non-Hispanic White,939186,288935,175127,82.3,25.3,15.4
2024-01-27,Hispanic/Latino,358611,53420,25117,68.5,10.2,4.8
