week_end,race_eth,n_onedose,n_bivalent,n_2023,coverage_onedose,coverage_bivalent,coverage_2023
2024-01-27,Non-Hispanic Asian,174775,45903,21915,>90,24.4,11.6
2024-01-27,Non-Hispanic Black,256453,59365,30324,69.4,16.1,8.2
2024-01-27,Non-Hispanic Other,203831,55560,36307,>90,85.2,55.7
2024-01-27,Non-Hispanic White,939349,288937,176690,82.3,25.3,15.5
2024-02-03,Hispanic/Latino,358752,53421,25688,68.6,10.2,4.9
2024-02-03,Non-Hispanic Asian,174817,45903,22124,>90,24.4,11.7
2024-02-03,Non-Hispanic Black,256555,59366,30886,69.4,16.1,8.4
2024-02-03,Non-Hispanic Other,203883,55560,36622,>90,85.2,56.2
2024-02-03,Non-Hispanic White,939533,288940,178145,82.4,25.3,15.6
2024-02-10,Hispanic/Latino,358862,53424,26167,68.6,10.2,5
2024-02-10,Non-Hispanic Asian,174848,45903,22302,>90,24.4,11.8
2024-02-10,Non-Hispanic Black,256635,59366,31324,69.5,16.1,8.5
2024-02-10,Non-Hispanic Other,203924,55560,36888,>90,85.2,56.6
2024-02-10,Non-Hispanic White,939642,288941,179131,82.4,25.3,15.7
2024-02-17,Hispanic/Latino,358944,53424,26564,68.6,10.2,5.1
2024-02-17,Non-Hispanic Asian,174870,45903,22448,>90,24.4,11.9
2024-02-17,Non-Hispanic Black,256702,59367,31747,69.5,16.1,8.6
2024-02-17,Non-Hispanic Other,203956,55560,37071,>90,85.2,56.9
2024-02-17,Non-Hispanic White,939754,288942,179970,82.4,25.3,15.8
2024-02-24,Hispanic/Latino,359037,53425,26927,68.6,10.2,5.1
2024-02-24,Non-Hispanic Asian,174908,45904,22610,>90,24.4,12
2024-02-24,Non-Hispanic Black,256772,59367,32122,69.5,16.1,8.7
2024-02-24,Non-Hispanic Other,203976,55560,37267,>90,85.2,57.2
2024-02-24,Non-Hispanic White,939835,288942,180643,82.4,25.3,15.8
2024-03-02,Hispanic/Latino,359112,53425,27270,68.6,10.2,5.2
2024-03-02,Non-Hispanic Asian,174942,45904,22756,>90,24.4,12.1
2024-03-02,Non-Hispanic Black,256830,59368,32458,69.5,16.1,8.8
2024-03-02,Non-Hispanic Other,204002,55560,37436,>90,85.2,57.4
2024-03-02,Non-Hispanic White,939933,288944,181243,82.4,25.3,15.9
2024-03-09,Hispanic/Latino,359204,53426,27622,68.7,10.2,5.3
2024-03-09,Non-Hispanic Asian,174959,45904,22855,>90,24.4,12.1
2024-03-09,Non-Hispanic Black,256905,59368,32784,69.5,16.1,8.9
2024-03-09,Non-Hispanic Other,204029,55560,37596,>90,85.2,57.7
2024-03-09,Non-Hispanic White,940052,288944,181888,82.4,25.3,15.9
2024-03-16,Hispanic/Latino,359275,53426,27955,68.7,10.2,5.3
2024-03-16,Non-Hispanic Asian,174981,45904,22980,>90,24.4,12.2
2024-03-16,Non-Hispanic Black,256974,59368,33109,69.5,16.1,9
2024-03-16,Non-Hispanic Other,204047,55560,37761,>90,85.2,57.9
2024-03-16,Non-Hispanic White,940131,288945,182636,82.4,25.3,16
2024-03-23,Hispanic/Latino,359352,53426,28235,68.7,10.2,5.4
2024-03-23,Non-Hispanic Asian,174999,45904,23063,>90,24.4,12.2
2024-03-23,Non-Hispanic Black,257044,59371,33424,69.6,16.1,9
2024-03-23,Non-Hispanic Other,204076,55560,37923,>90,85.2,58.2
2024-03-23,Non-Hispanic White,940222,288945,183288,82.4,25.3,16.1
2024-03-30,Hispanic/Latino,359426,53427,28507,68.7,10.2,5.4
2024-03-30,Non-Hispanic Asian,175016,45905,23154,>90,24.4,12.3
2024-03-30,Non-Hispanic Black,257103,59373,33683,69.6,16.1,9.1
2024-03-30,Non-Hispanic Other,204100,55560,38062,>90,85.2,58.4
2024-03-30,Non-Hispanic White,940290,288945,183835,82.4,25.3,16.1
2024-04-06,Hispanic/Latino,359514,53427,28768,68.7,10.2,5.5
2024-04-06,Non-Hispanic Asian,175032,45905,23236,>90,24.4,12.3
2024-04-06,Non-Hispanic Black,257154,59373,33911,69.6,16.1,9.2
2024-04-06,Non-Hispanic Other,204125,55560,38179,>90,85.2,58.6
2024-04-06,Non-Hispanic White,940371,288946,184353,82.4,25.3,16.2
2024-04-13,Hispanic/Latino,359562,53427,28937,68.7,10.2,5.5
2024-04-13,Non-Hispanic Asian,175048,45905,23304,>90,24.4,12.4
2024-04-13,Non-Hispanic Black,257199,59373,34118,69.6,16.1,9.2
2024-04-13,Non-Hispanic Other,204155,55561,38314,>90,85.2,58.8
2024-04-13,Non-Hispanic White,940437,288949,184772,82.4,25.3,16.2
2024-04-20,Hispanic/Latino,359628,53428,29143,68.7,10.2,5.6
2024-04-20,Non-Hispanic Asian,175073,45905,23375,>90,24.4,12.4
2024-04-20,Non-Hispanic Black,257244,59373,34308,69.6,16.1,9.3
2024-04-20,Non-Hispanic Other,204189,55561,38465,>90,85.2,59
2024-04-20,Non-Hispanic White,940520,288950,185266,82.4,25.3,16.2
2024-04-27,Hispanic/Latino,359700,53428,29332,68.8,10.2,5.6
2024-04-27,Non-Hispanic Asian,175091,45905,23440,>90,24.4,12.4
2024-04-27,Non-Hispanic Black,257286,59374,34461,69.6,16.1,9.3
2024-04-27,Non-Hispanic Other,204223,55561,38600,>90,85.2,59.2
2024-04-27,Non-Hispanic White,940584,288951,185642,82.4,25.3,16.3
2024-05-04,Hispanic/Latino,359752,53428,29519,68.8,10.2,5.6
2024-05-04,Non-Hispanic Asian,175102,45905,23499,>90,24.4,12.5
2024-05-04,Non-Hispanic Black,257327,59374,34619,69.6,16.1,9.4
2024-05-04,Non-Hispanic Other,204243,55561,38686,>90,85.2,59.3
2024-05-04,Non-Hispanic White,940672,288952,186034,82.5,25.3,16.3
2024-05-11,Hispanic/Latino,359807,53428,29666,68.8,10.2,5.7
2024-05-11,Non-Hispanic Asian,175121,45905,23570,>90,24.4,12.5
2024-05-11,Non-Hispanic Black,257355,59374,34753,69.7,16.1,9.4
2024-05-11,Non-Hispanic Other,204254,55561,38761,>90,85.2,59.5
2024-05-11,Non-Hispanic White,940730,288952,186420,82.5,25.3,16.3
2024-05-18,Hispanic/Latino,359846,53428,29795,68.8,10.2,5.7
2024-05-18,Non-Hispanic Asian,175131,45905,23615,>90,24.4,12.5
2024-05-18,Non-Hispanic Black,257388,59374,34869,69.7,16.1,9.4
2024-05-18,Non-Hispanic Other,204273,55561,38863,>90,85.2,59.6
2024-05-18,Non-Hispanic White,940807,288953,186792,82.5,25.3,16.4
2024-05-25,Hispanic/Latino,359880,53428,29895,68.8,10.2,5.7
2024-05-25,Non-Hispanic Asian,175145,45905,23682,>90,24.4,12.6
2024-05-25,Non-Hispanic Black,257420,59374,35005,69.7,16.1,9.5
2024-05-25,Non-Hispanic Other,204305,55561,38966,>90,85.2,59.8
2024-05-25,Non-Hispanic White,940867,288954,187069,82.5,25.3,16.4
2024-06-01,Hispanic/Latino,359904,53428,29976,68.8,10.2,5.7
2024-06-01,Non-Hispanic Asian,175163,45905,23733,>90,24.4,12.6
2024-06-01,Non-Hispanic Black,257441,59374,35103,69.7,16.1,9.5
2024-06-01,Non-Hispanic Other,204325,55561,39062,>90,85.2,59.9
2024-06-01,Non-Hispanic White,940896,288954,187272,82.5,25.3,16.4
2024-06-08,Hispanic/Latino,359944,53428,30099,68.8,10.2,5.8
2024-06-08,Non-Hispanic Asian,175167,45905,23767,>90,24.4,12.6
2024-06-08,Non-Hispanic Black,257488,59374,35229,69.7,16.1,9.5
2024-06-08,Non-Hispanic Other,204348,55561,39143,>90,85.2,60
2024-06-08,Non-Hispanic White,940944,288954,187565,82.5,25.3,16.4
2024-06-15,Hispanic/Latino,359958,53428,30161,68.8,10.2,5.8
2024-06-15,Non-Hispanic Asian,175173,45905,23786,>90,24.4,12.6
2024-06-15,Non-Hispanic Black,257501,59375,35267,69.7,16.1,9.5
2024-06-15,Non-Hispanic Other,204356,55561,39168,>90,85.2,60.1
2024-06-15,Non-Hispanic White,940969,288954,187669,82.5,25.3,16.4
