week_end,age_cat,n_onedose,n_2023,n_2024,coverage_onedose,coverage_2023,coverage_2024
2023-01-21,50-64,441740,0,0,>90,0,0
2023-01-21,65+,465389,0,0,>90,0,0
2023-01-28,0-17,267485,0,0,52.8,0,0
2023-01-28,18-29,299314,0,0,>90,0,0
2023-01-28,30-49,529173,0,0,>90,0,0
2023-01-28,50-64,441873,0,0,>90,0,0
2023-01-28,65+,465488,0,0,>90,0,0
2023-02-04,0-17,267731,0,0,52.8,0,0
2023-02-04,18-29,299431,0,0,>90,0,0
2023-02-04,30-49,529379,0,0,>90,0,0
2023-02-04,50-64,442005,0,0,>90,0,0
2023-02-04,65+,465589,0,0,>90,0,0
2023-02-11,0-17,267966,0,0,52.9,0,0
2023-02-11,18-29,299546,0,0,>90,0,0
2023-02-11,30-49,529598,0,0,>90,0,0
2023-02-11,50-64,442111,0,0,>90,0,0
2023-02-11,65+,465693,0,0,>90,0,0
2023-02-18,0-17,268149,0,0,52.9,0,0
2023-02-18,18-29,299623,0,0,>90,0,0
2023-02-18,30-49,529726,0,0,>90,0,0
2023-02-18,50-64,442195,0,0,>90,0,0
2023-02-18,65+,465762,0,0,>90,0,0
2023-02-25,0-17,268319,0,0,52.9,0,0
2023-02-25,18-29,299706,0,0,>90,0,0
2023-02-25,30-49,529842,0,0,>90,0,0
2023-02-25,50-64,442284,0,0,>90,0,0
2023-02-25,65+,465850,0,0,>90,0,0
2023-03-04,0-17,268490,0,0,53,0,0
2023-03-04,18-29,299764,0,0,>90,0,0
2023-03-04,30-49,529974,0,0,>90,0,0
2023-03-04,50-64,442344,0,0,>90,0,0
2023-03-04,65+,465928,0,0,>90,0,0
2023-03-11,0-17,268701,0,0,53,0,0
2023-03-11,18-29,299846,0,0,>90,0,0
2023-03-11,30-49,530150,0,0,>90,0,0
2023-03-11,50-64,442432,0,0,>90,0,0
2023-03-11,65+,466005,0,0,>90,0,0
2023-03-18,0-17,268866,0,0,53.1,0,0
2023-03-18,18-29,299944,0,0,>90,0,0
2023-03-18,30-49,530286,0,0,>90,0,0
2023-03-18,50-64,442502,0,0,>90,0,0
2023-03-18,65+,466087,0,0,>90,0,0
2023-03-25,0-17,269038,0,0,53.1,0,0
2023-03-25,18-29,300019,0,0,>90,0,0
2023-03-25,30-49,530405,0,0,>90,0,0
2023-03-25,50-64,442573,0,0,>90,0,0
2023-03-25,65+,466159,0,0,>90,0,0
2023-04-01,0-17,269181,0,0,53.1,0,0
2023-04-01,18-29,300092,0,0,>90,0,0
2023-04-01,30-49,530507,0,0,>90,0,0
2023-04-01,50-64,442641,0,0,>90,0,0
2023-04-01,65+,466216,0,0,>90,0,0
2023-04-08,0-17,269322,0,0,53.1,0,0
2023-04-08,18-29,300170,0,0,>90,0,0
2023-04-08,30-49,530609,0,0,>90,0,0
2023-04-08,50-64,442703,0,0,>90,0,0
2023-04-08,65+,466260,0,0,>90,0,0
2023-04-15,0-17,269464,0,0,53.2,0,0
2023-04-15,18-29,300237,0,0,>90,0,0
2023-04-15,30-49,530703,0,0,>90,0,0
2023-04-15,50-64,442765,0,0,>90,0,0
2023-04-15,65+,466313,0,0,>90,0,0
2023-04-22,0-17,269572,0,0,53.2,0,0
2023-04-22,18-29,300292,0,0,>90,0,0
2023-04-22,30-49,530798,0,0,>90,0,0
2023-04-22,50-64,442847,0,0,>90,0,0
2023-04-22,65+,466397,0,0,>90,0,0
2023-04-29,0-17,269667,0,0,53.2,0,0
2023-04-29,18-29,300357,0,0,>90,0,0
2023-04-29,30-49,530900,0,0,>90,0,0
2023-04-29,50-64,442903,0,0,>90,0,0
2023-04-29,65+,466484,0,0,>90,0,0
2023-05-06,0-17,269743,0,0,53.2,0,0
2023-05-06,18-29,300437,0,0,>90,0,0
2023-05-06,30-49,530988,0,0,>90,0,0
2023-05-06,50-64,442969,0,0,>90,0,0
2023-05-06,65+,466582,0,0,>90,0,0
2023-05-13,0-17,269831,0,0,53.2,0,0
2023-05-13,18-29,300499,0,0,>90,0,0
2023-05-13,30-49,531065,0,0,>90,0,0
2023-05-13,50-64,443019,0,0,>90,0,0
2023-05-13,65+,466684,0,0,>90,0,0
2023-05-20,0-17,269925,0,0,53.3,0,0
2023-05-20,18-29,300572,0,0,>90,0,0
2023-05-20,30-49,531143,0,0,>90,0,0
2023-05-20,50-64,443061,0,0,>90,0,0
2023-05-20,65+,466814,0,0,>90,0,0
2023-05-27,0-17,269998,0,0,53.3,0,0
2023-05-27,18-29,300626,0,0,>90,0,0
2023-05-27,30-49,531221,0,0,>90,0,0
2023-05-27,50-64,443108,0,0,>90,0,0
2023-05-27,65+,466922,0,0,>90,0,0
2023-06-03,0-17,270058,0,0,53.3,0,0
2023-06-03,18-29,300670,0,0,>90,0,0
2023-06-03,30-49,531284,0,0,>90,0,0
2023-06-03,50-64,443140,0,0,>90,0,0
2023-06-03,65+,466986,0,0,>90,0,0
2023-06-10,0-17,270147,0,0,53.3,0,0
2023-06-10,18-29,300736,0,0,>90,0,0
2023-06-10,30-49,531340,0,0,>90,0,0
2023-06-10,50-64,443172,0,0,>90,0,0
2023-06-10,65+,467049,0,0,>90,0,0
2023-06-17,0-17,270236,0,0,53.3,0,0
2023-06-17,18-29,300779,0,0,>90,0,0
2023-06-17,30-49,531406,0,0,>90,0,0
2023-06-17,50-64,443216,0,0,>90,0,0
2023-06-17,65+,467104,0,0,>90,0,0
2023-06-24,0-17,270322,0,0,53.3,0,0
2023-06-24,18-29,300823,0,0,>90,0,0
2023-06-24,30-49,531478,0,0,>90,0,0
2023-06-24,50-64,443251,0,0,>90,0,0
2023-06-24,65+,467180,0,0,>90,0,0
2023-07-01,0-17,270412,0,0,53.4,0,0
2023-07-01,18-29,300878,0,0,>90,0,0
2023-07-01,30-49,531531,0,0,>90,0,0
2023-07-01,50-64,443294,0,0,>90,0,0
2023-07-01,65+,467219,0,0,>90,0,0
2023-07-08,0-17,270485,0,0,53.4,0,0
2023-07-08,18-29,300925,0,0,>90,0,0
2023-07-08,30-49,531585,0,0,>90,0,0
2023-07-08,50-64,443313,0,0,>90,0,0
2023-07-08,65+,467254,0,0,>90,0,0
2023-07-15,0-17,270571,0,0,53.4,0,0
2023-07-15,18-29,300969,0,0,>90,0,0
2023-07-15,30-49,531639,0,0,>90,0,0
2023-07-15,50-64,443327,0,0,>90,0,0
2023-07-15,65+,467290,0,0,>90,0,0
2023-07-22,0-17,270667,0,0,53.4,0,0
2023-07-22,18-29,301020,0,0,>90,0,0
2023-07-22,30-49,531705,0,0,>90,0,0
2023-07-22,50-64,443349,0,0,>90,0,0
2023-07-22,65+,467321,0,0,>90,0,0
2023-07-29,0-17,270764,0,0,53.4,0,0
2023-07-29,18-29,301065,0,0,>90,0,0
2023-07-29,30-49,531763,0,0,>90,0,0
2023-07-29,50-64,443368,0,0,>90,0,0
2023-07-29,65+,467361,0,0,>90,0,0
2023-08-05,0-17,270872,0,0,53.4,0,0
2023-08-05,18-29,301107,0,0,>90,0,0
2023-08-05,30-49,531821,0,0,>90,0,0
2023-08-05,50-64,443399,0,0,>90,0,0
2023-08-05,65+,467410,0,0,>90,0,0
2023-08-12,0-17,270973,0,0,53.5,0,0
2023-08-12,18-29,301151,0,0,>90,0,0
2023-08-12,30-49,531870,0,0,>90,0,0
2023-08-12,50-64,443434,0,0,>90,0,0
2023-08-12,65+,467449,0,0,>90,0,0
2023-08-19,0-17,271089,0,0,53.5,0,0
2023-08-19,18-29,301202,0,0,>90,0,0
2023-08-19,30-49,531911,0,0,>90,0,0
2023-08-19,50-64,443467,0,0,>90,0,0
2023-08-19,65+,467489,0,0,>90,0,0
2023-08-26,0-17,271191,0,0,53.5,0,0
2023-08-26,18-29,301240,0,0,>90,0,0
2023-08-26,30-49,531973,0,0,>90,0,0
2023-08-26,50-64,443501,0,0,>90,0,0
2023-08-26,65+,467515,0,0,>90,0,0
2023-09-02,0-17,271272,0,0,53.5,0,0
2023-09-02,18-29,301278,0,0,>90,0,0
2023-09-02,30-49,532029,0,0,>90,0,0
2023-09-02,50-64,443525,0,0,>90,0,0
2023-09-02,65+,467575,0,0,>90,0,0
2023-09-09,0-17,271352,0,0,53.5,0,0
2023-09-09,18-29,301319,0,0,>90,0,0
2023-09-09,30-49,532084,0,0,>90,0,0
2023-09-09,50-64,443559,0,0,>90,0,0
2023-09-09,65+,467610,0,0,>90,0,0
2023-09-16,0-17,271383,16,0,53.5,0,0
2023-09-16,18-29,301341,47,0,>90,0,0
2023-09-16,30-49,532117,162,0,>90,0,0
2023-09-16,50-64,443592,265,0,>90,0.1,0
2023-09-16,65+,467643,697,0,>90,0.2,0
2023-09-23,0-17,271406,441,0,53.6,0.1,0
2023-09-23,18-29,301463,783,0,>90,0.2,0
2023-09-23,30-49,532484,3384,0,>90,0.6,0
2023-09-23,50-64,443846,5326,0,>90,1.1,0
2023-09-23,65+,468079,14330,0,>90,3.6,0
2023-09-30,0-17,271473,1353,0,53.6,0.3,0
2023-09-30,18-29,301618,1784,0,>90,0.5,0
2023-09-30,30-49,532910,7006,0,>90,1.2,0
2023-09-30,50-64,444174,11157,0,>90,2.4,0
2023-09-30,65+,468697,31528,0,>90,7.8,0
2023-10-07,0-17,271598,2658,0,53.6,0.5,0
2023-10-07,18-29,301824,2977,0,>90,0.9,0
2023-10-07,30-49,533465,11710,0,>90,2,0
2023-10-07,50-64,444575,18175,0,>90,3.9,0
2023-10-07,65+,469442,51030,0,>90,12.7,0
2023-10-14,0-17,271828,4895,0,53.6,1,0
2023-10-14,18-29,302016,4336,0,>90,1.3,0
2023-10-14,30-49,534021,16296,0,>90,2.8,0
2023-10-14,50-64,445011,25039,0,>90,5.3,0
2023-10-14,65+,470117,67727,0,>90,16.8,0
2023-10-21,0-17,272125,7112,0,53.7,1.4,0
2023-10-21,18-29,302192,5501,0,>90,1.7,0
2023-10-21,30-49,534557,20433,0,>90,3.5,0
2023-10-21,50-64,445387,31086,0,>90,6.6,0
2023-10-21,65+,470789,82356,0,>90,20.5,0
2023-10-28,0-17,272441,9378,0,53.8,1.9,0
2023-10-28,18-29,302342,6420,0,>90,2,0
2023-10-28,30-49,535021,23980,0,>90,4.1,0
2023-10-28,50-64,445699,36294,0,>90,7.7,0
2023-10-28,65+,471335,93838,0,>90,23.3,0
2023-11-04,0-17,272775,11457,0,53.8,2.3,0
2023-11-04,18-29,302495,7229,0,>90,2.2,0
2023-11-04,30-49,535453,26967,0,>90,4.6,0
2023-11-04,50-64,446021,40533,0,>90,8.6,0
2023-11-04,65+,471758,102838,0,>90,25.6,0
2023-11-11,0-17,273134,13778,0,53.9,2.7,0
2023-11-11,18-29,302667,8065,0,>90,2.5,0
2023-11-11,30-49,535873,29810,0,>90,5.1,0
2023-11-11,50-64,446299,44432,0,>90,9.5,0
2023-11-11,65+,472134,110943,0,>90,27.6,0
2023-11-18,0-17,273453,15689,0,54,3.1,0
2023-11-18,18-29,302807,8879,0,>90,2.7,0
2023-11-18,30-49,536250,32459,0,>90,5.6,0
2023-11-18,50-64,446565,48061,0,>90,10.2,0
2023-11-18,65+,472573,118532,0,>90,29.5,0
2023-11-25,0-17,273654,17351,0,54,3.4,0
2023-11-25,18-29,302921,9974,0,>90,3.1,0
2023-11-25,30-49,536494,34193,0,>90,5.9,0
2023-11-25,50-64,446743,50569,0,>90,10.8,0
2023-11-25,65+,472800,122988,0,>90,30.6,0
2023-12-02,0-17,273953,18849,0,54.1,3.7,0
2023-12-02,18-29,303037,10613,0,>90,3.3,0
2023-12-02,30-49,536754,36167,0,>90,6.2,0
2023-12-02,50-64,446960,53553,0,>90,11.4,0
2023-12-02,65+,473101,128438,0,>90,31.9,0
2023-12-09,0-17,274273,20207,0,54.1,4,0
2023-12-09,18-29,303152,11169,0,>90,3.4,0
2023-12-09,30-49,537002,37790,0,>90,6.5,0
2023-12-09,50-64,447168,55985,0,>90,11.9,0
2023-12-09,65+,473410,133174,0,>90,33.1,0
2023-12-16,0-17,274554,21423,0,54.2,4.2,0
2023-12-16,18-29,303259,11807,0,>90,3.6,0
2023-12-16,30-49,537261,39374,0,>90,6.7,0
2023-12-16,50-64,447350,58315,0,>90,12.4,0
2023-12-16,65+,473661,137409,0,>90,34.2,0
2023-12-23,0-17,274797,22509,0,54.2,4.4,0
2023-12-23,18-29,303402,12753,0,>90,3.9,0
2023-12-23,30-49,537530,40936,0,>90,7,0
2023-12-23,50-64,447560,60493,0,>90,12.9,0
2023-12-23,65+,473914,140847,0,>90,35,0
2023-12-30,0-17,274977,23261,0,54.3,4.6,0
2023-12-30,18-29,303501,13341,0,>90,4.1,0
2023-12-30,30-49,537676,41883,0,>90,7.2,0
2023-12-30,50-64,447692,61961,0,>90,13.2,0
2023-12-30,65+,474067,143092,0,>90,35.6,0
2024-01-06,0-17,275154,24158,0,54.3,4.8,0
2024-01-06,18-29,303630,13983,0,>90,4.3,0
2024-01-06,30-49,537842,42903,0,>90,7.4,0
2024-01-06,50-64,447812,63423,0,>90,13.5,0
2024-01-06,65+,474179,145599,0,>90,36.2,0
2024-01-13,0-17,275333,24819,0,54.3,4.9,0
2024-01-13,18-29,303726,14534,0,>90,4.5,0
2024-01-13,30-49,538001,43753,0,>90,7.5,0
2024-01-13,50-64,447924,64725,0,>90,13.8,0
2024-01-13,65+,474300,147638,0,>90,36.7,0
2024-01-20,0-17,275527,25403,0,54.4,5,0
2024-01-20,18-29,303801,14870,0,>90,4.6,0
2024-01-20,30-49,538141,44419,0,>90,7.6,0
2024-01-20,50-64,448009,65721,0,>90,14,0
2024-01-20,65+,474422,149063,0,>90,37.1,0
2024-01-27,0-17,275705,25878,0,54.4,5.1,0
2024-01-27,18-29,303869,15106,0,>90,4.6,0
2024-01-27,30-49,538260,44996,0,>90,7.7,0
2024-01-27,50-64,448089,66565,0,>90,14.2,0
2024-01-27,65+,474557,150518,0,>90,37.4,0
2024-02-03,0-17,275890,26351,0,54.4,5.2,0
2024-02-03,18-29,303950,15344,0,>90,4.7,0
2024-02-03,30-49,538397,45560,0,>90,7.8,0
2024-02-03,50-64,448185,67305,0,>90,14.3,0
2024-02-03,65+,474646,151788,0,>90,37.7,0
2024-02-10,0-17,276032,26722,0,54.5,5.3,0
2024-02-10,18-29,303999,15531,0,>90,4.8,0
2024-02-10,30-49,538504,45971,0,>90,7.9,0
2024-02-10,50-64,448247,67867,0,>90,14.5,0
2024-02-10,65+,474712,152723,0,>90,38,0
2024-02-17,0-17,276166,27070,0,54.5,5.3,0
2024-02-17,18-29,304030,15673,0,>90,4.8,0
2024-02-17,30-49,538597,46359,0,>90,7.9,0
2024-02-17,50-64,448317,68359,0,>90,14.6,0
2024-02-17,65+,474773,153467,0,>90,38.2,0
2024-02-24,0-17,276296,27385,0,54.5,5.4,0
2024-02-24,18-29,304078,15818,0,>90,4.9,0
2024-02-24,30-49,538675,46699,0,>90,8,0
2024-02-24,50-64,448367,68787,0,>90,14.7,0
2024-02-24,65+,474822,154080,0,>90,38.3,0
2024-03-02,0-17,276413,27672,0,54.5,5.5,0
2024-03-02,18-29,304124,15947,0,>90,4.9,0
2024-03-02,30-49,538764,47005,0,>90,8.1,0
2024-03-02,50-64,448408,69164,0,>90,14.7,0
2024-03-02,65+,474877,154667,0,>90,38.5,0
2024-03-09,0-17,276551,27964,0,54.6,5.5,0
2024-03-09,18-29,304166,16074,0,>90,4.9,0
2024-03-09,30-49,538842,47304,0,>90,8.1,0
2024-03-09,50-64,448452,69504,0,>90,14.8,0
2024-03-09,65+,474951,155316,0,>90,38.6,0
2024-03-16,0-17,276654,28209,0,54.6,5.6,0
2024-03-16,18-29,304197,16201,0,>90,5,0
2024-03-16,30-49,538916,47566,0,>90,8.2,0
2024-03-16,50-64,448490,69853,0,>90,14.9,0
2024-03-16,65+,475018,156111,0,>90,38.8,0
2024-03-23,0-17,276763,28458,0,54.6,5.6,0
2024-03-23,18-29,304239,16325,0,>90,5,0
2024-03-23,30-49,538980,47785,0,>90,8.2,0
2024-03-23,50-64,448539,70142,0,>90,14.9,0
2024-03-23,65+,475074,156778,0,>90,39,0
2024-03-30,0-17,276864,28693,0,54.6,5.7,0
2024-03-30,18-29,304284,16452,0,>90,5.1,0
2024-03-30,30-49,539033,48004,0,>90,8.2,0
2024-03-30,50-64,448581,70401,0,>90,15,0
2024-03-30,65+,475121,157309,0,>90,39.1,0
2024-04-06,0-17,276992,28934,0,54.7,5.7,0
2024-04-06,18-29,304318,16549,0,>90,5.1,0
2024-04-06,30-49,539093,48186,0,>90,8.3,0
2024-04-06,50-64,448614,70622,0,>90,15,0
2024-04-06,65+,475161,157830,0,>90,39.2,0
2024-04-13,0-17,277083,29110,0,54.7,5.7,0
2024-04-13,18-29,304342,16625,0,>90,5.1,0
2024-04-13,30-49,539135,48319,0,>90,8.3,0
2024-04-13,50-64,448648,70798,0,>90,15.1,0
2024-04-13,65+,475233,158371,0,>90,39.4,0
2024-04-20,0-17,277164,29278,0,54.7,5.8,0
2024-04-20,18-29,304374,16717,0,>90,5.1,0
2024-04-20,30-49,539195,48476,0,>90,8.3,0
2024-04-20,50-64,448680,70973,0,>90,15.1,0
2024-04-20,65+,475326,158948,0,>90,39.5,0
2024-04-27,0-17,277232,29434,0,54.7,5.8,0
2024-04-27,18-29,304413,16806,0,>90,5.2,0
2024-04-27,30-49,539259,48629,0,>90,8.3,0
2024-04-27,50-64,448713,71126,0,>90,15.2,0
2024-04-27,65+,475394,159396,0,>90,39.6,0
2024-05-04,0-17,277291,29570,0,54.7,5.8,0
2024-05-04,18-29,304445,16873,0,>90,5.2,0
2024-05-04,30-49,539305,48778,0,>90,8.4,0
2024-05-04,50-64,448744,71276,0,>90,15.2,0
2024-05-04,65+,475470,159851,0,>90,39.7,0
2024-05-11,0-17,277350,29686,0,54.7,5.9,0
2024-05-11,18-29,304475,16944,0,>90,5.2,0
2024-05-11,30-49,539343,48913,0,>90,8.4,0
2024-05-11,50-64,448770,71419,0,>90,15.2,0
2024-05-11,65+,475524,160242,0,>90,39.8,0
2024-05-18,0-17,277394,29783,0,54.7,5.9,0
2024-05-18,18-29,304508,17028,0,>90,5.2,0
2024-05-18,30-49,539391,49036,0,>90,8.4,0
2024-05-18,50-64,448796,71542,0,>90,15.2,0
2024-05-18,65+,475583,160624,0,>90,39.9,0
2024-05-25,0-17,277454,29896,0,54.7,5.9,0
2024-05-25,18-29,304541,17110,0,>90,5.3,0
2024-05-25,30-49,539429,49156,0,>90,8.4,0
2024-05-25,50-64,448816,71660,0,>90,15.3,0
2024-05-25,65+,475635,160922,0,>90,40,0
2024-06-01,0-17,277491,29979,0,54.8,5.9,0
2024-06-01,18-29,304563,17171,0,>90,5.3,0
2024-06-01,30-49,539465,49242,0,>90,8.4,0
2024-06-01,50-64,448832,71750,0,>90,15.3,0
2024-06-01,65+,475675,161190,0,>90,40.1,0
2024-06-08,0-17,277531,30069,0,54.8,5.9,0
2024-06-08,18-29,304599,17247,0,>90,5.3,0
2024-06-08,30-49,539506,49361,0,>90,8.5,0
2024-06-08,50-64,448853,71848,0,>90,15.3,0
2024-06-08,65+,475719,161518,0,>90,40.2,0
2024-06-15,0-17,277583,30156,0,54.8,6,0
2024-06-15,18-29,304631,17322,0,>90,5.3,0
2024-06-15,30-49,539559,49474,0,>90,8.5,0
2024-06-15,50-64,448879,71944,0,>90,15.3,0
2024-06-15,65+,475765,161746,0,>90,40.2,0
2024-06-22,0-17,277609,30200,0,54.8,6,0
2024-06-22,18-29,304659,17392,0,>90,5.3,0
2024-06-22,30-49,539598,49568,0,>90,8.5,0
2024-06-22,50-64,448893,72034,0,>90,15.3,0
2024-06-22,65+,475804,161936,0,>90,40.3,0
2024-06-29,0-17,277632,30257,0,54.8,6,0
2024-06-29,18-29,304691,17472,0,>90,5.4,0
2024-06-29,30-49,539634,49671,0,>90,8.5,0
2024-06-29,50-64,448916,72132,0,>90,15.4,0
2024-06-29,65+,475836,162142,0,>90,40.3,0
2024-07-06,0-17,277657,30313,0,54.8,6,0
2024-07-06,18-29,304715,17524,0,>90,5.4,0
2024-07-06,30-49,539662,49738,0,>90,8.5,0
2024-07-06,50-64,448937,72206,0,>90,15.4,0
2024-07-06,65+,475872,162305,0,>90,40.4,0
2024-07-13,0-17,277692,30384,0,54.8,6,0
2024-07-13,18-29,304738,17590,0,>90,5.4,0
2024-07-13,30-49,539701,49848,0,>90,8.5,0
2024-07-13,50-64,448944,72290,0,>90,15.4,0
2024-07-13,65+,475900,162482,0,>90,40.4,0
2024-07-20,0-17,277715,30428,0,54.8,6,0
2024-07-20,18-29,304757,17644,0,>90,5.4,0
2024-07-20,30-49,539732,49933,0,>90,8.6,0
2024-07-20,50-64,448959,72369,0,>90,15.4,0
2024-07-20,65+,475915,162619,0,>90,40.4,0
2024-07-27,0-17,277732,30464,0,54.8,6,0
2024-07-27,18-29,304778,17690,0,>90,5.4,0
2024-07-27,30-49,539759,50005,0,>90,8.6,0
2024-07-27,50-64,448963,72427,0,>90,15.4,0
2024-07-27,65+,475944,162807,0,>90,40.5,0
2024-08-03,0-17,277750,30509,0,54.8,6,0
2024-08-03,18-29,304788,17711,0,>90,5.4,0
2024-08-03,30-49,539778,50058,0,>90,8.6,0
2024-08-03,50-64,448973,72475,0,>90,15.4,0
2024-08-03,65+,475959,162878,0,>90,40.5,0
2024-08-10,0-17,277768,30537,0,54.8,6,0
2024-08-10,18-29,304805,17750,0,>90,5.5,0
2024-08-10,30-49,539806,50125,0,>90,8.6,0
2024-08-10,50-64,448988,72532,0,>90,15.5,0
2024-08-10,65+,475987,162997,0,>90,40.5,0
2024-08-17,0-17,277781,30564,0,54.8,6,0
2024-08-17,18-29,304823,17789,0,>90,5.5,0
2024-08-17,30-49,539837,50179,0,>90,8.6,0
2024-08-17,50-64,449005,72581,0,>90,15.5,0
2024-08-17,65+,475996,163048,0,>90,40.5,0
2024-08-24,0-17,277795,30587,0,54.8,6,0
2024-08-24,18-29,304834,17810,1,>90,5.5,0
2024-08-24,30-49,539856,50209,3,>90,8.6,0
2024-08-24,50-64,449024,72618,4,>90,15.5,0
2024-08-24,65+,476024,163133,6,>90,40.6,0
2024-08-31,0-17,277814,30590,87,54.8,6,0
2024-08-31,18-29,304881,17810,235,>90,5.5,0.1
2024-08-31,30-49,539944,50210,595,>90,8.6,0.1
2024-08-31,50-64,449079,72619,1203,>90,15.5,0.3
2024-08-31,65+,476128,163133,3630,>90,40.6,0.9
2024-09-07,0-17,277834,30592,336,54.8,6,0.1
2024-09-07,18-29,304966,17810,760,>90,5.5,0.2
2024-09-07,30-49,540152,50212,2234,>90,8.6,0.4
2024-09-07,50-64,449225,72619,4188,>90,15.5,0.9
2024-09-07,65+,476369,163133,12501,>90,40.6,3.1
2024-09-14,0-17,277897,30594,828,54.8,6,0.2
2024-09-14,18-29,305084,17811,1444,>90,5.5,0.4
2024-09-14,30-49,540382,50214,4203,>90,8.6,0.7
2024-09-14,50-64,449404,72620,7785,>90,15.5,1.7
2024-09-14,65+,476686,163133,24158,>90,40.6,6
2024-09-21,0-17,278017,30595,1665,54.9,6,0.3
2024-09-21,18-29,305187,17812,2169,>90,5.5,0.7
2024-09-21,30-49,540705,50214,6661,>90,8.6,1.1
2024-09-21,50-64,449607,72621,11841,>90,15.5,2.5
2024-09-21,65+,477050,163133,37304,>90,40.6,9.3
2024-09-28,0-17,278225,30595,3234,54.9,6,0.6
2024-09-28,18-29,305316,17812,3079,>90,5.5,0.9
2024-09-28,30-49,541043,50214,9841,>90,8.6,1.7
2024-09-28,50-64,449861,72622,16949,>90,15.5,3.6
2024-09-28,65+,477528,163133,52546,>90,40.6,13.1
2024-10-05,0-17,278522,30595,5403,55,6,1.1
2024-10-05,18-29,305498,17812,4141,>90,5.5,1.3
2024-10-05,30-49,541469,50214,13762,>90,8.6,2.4
2024-10-05,50-64,450166,72623,22601,>90,15.5,4.8
2024-10-05,65+,478047,163133,67877,>90,40.6,16.9
2024-10-12,0-17,278845,30595,7806,55,6,1.5
2024-10-12,18-29,305646,17812,5300,>90,5.5,1.6
2024-10-12,30-49,541893,50216,17504,>90,8.6,3
2024-10-12,50-64,450428,72625,28182,>90,15.5,6
2024-10-12,65+,478610,163133,82134,>90,40.6,20.4
2024-10-19,0-17,279200,30596,10274,55.1,6,2
2024-10-19,18-29,305797,17812,6368,>90,5.5,2
2024-10-19,30-49,542311,50216,20907,>90,8.6,3.6
2024-10-19,50-64,450720,72628,33449,>90,15.5,7.1
2024-10-19,65+,479126,163133,94990,>90,40.6,23.6
2024-10-26,0-17,279537,30596,12173,55.2,6,2.4
2024-10-26,18-29,305934,17813,7205,>90,5.5,2.2
2024-10-26,30-49,542706,50216,23869,>90,8.6,4.1
2024-10-26,50-64,450960,72629,37741,>90,15.5,8
2024-10-26,65+,479557,163133,105460,>90,40.6,26.2
2024-11-02,0-17,279865,30596,14035,55.2,6,2.8
2024-11-02,18-29,306072,17813,7997,>90,5.5,2.5
2024-11-02,30-49,543064,50217,26731,>90,8.6,4.6
2024-11-02,50-64,451205,72629,41772,>90,15.5,8.9
2024-11-02,65+,479885,163133,113678,>90,40.6,28.3
2024-11-09,0-17,280250,30597,16361,55.3,6,3.2
2024-11-09,18-29,306228,17814,8839,>90,5.5,2.7
2024-11-09,30-49,543458,50217,29481,>90,8.6,5.1
2024-11-09,50-64,451422,72629,45363,>90,15.5,9.7
2024-11-09,65+,480161,163133,120650,>90,40.6,30
2024-11-16,0-17,280527,30597,17972,55.4,6,3.5
2024-11-16,18-29,306361,17814,9538,>90,5.5,2.9
2024-11-16,30-49,543797,50218,31802,>90,8.6,5.5
2024-11-16,50-64,451625,72629,48386,>90,15.5,10.3
2024-11-16,65+,480446,163133,126807,>90,40.6,31.5
2024-11-23,0-17,280801,30597,19353,55.4,6,3.8
2024-11-23,18-29,306488,17814,10195,>90,5.5,3.1
2024-11-23,30-49,544128,50218,33719,>90,8.6,5.8
2024-11-23,50-64,451783,72630,50935,>90,15.5,10.9
2024-11-23,65+,480653,163134,131720,>90,40.6,32.8
2024-11-30,0-17,280990,30597,20411,55.4,6,4
2024-11-30,18-29,306575,17814,11028,>90,5.5,3.4
2024-11-30,30-49,544334,50218,34922,>90,8.6,6
2024-11-30,50-64,451903,72630,52527,>90,15.5,11.2
2024-11-30,65+,480774,163134,134103,>90,40.6,33.3
